teff,logg,period
5693.0,4.49,19.892
5503.0,4.82,15.026
5503.0,4.46,20.454
5584.0,4.66,8.908
5589.0,4.61,18.485
5665.0,4.29,3.622
5175.0,4.63,27.115
6361.0,4.62,5.884
5347.0,4.61,16.692
5869.0,4.46,8.59
5124.0,4.14,8.581
4803.0,4.62,26.79
5448.0,4.65,22.757
5990.0,4.68,16.548
5132.0,4.33,12.814
5823.0,4.49,13.169
5798.0,4.05,3.992
6486.0,3.98,4.342
4825.0,4.65,21.459
5159.0,4.66,33.113
4776.0,4.37,9.164
5103.0,4.58,26.134
5002.0,4.35,30.819
5611.0,4.56,21.382
5553.0,4.53,20.602
4781.0,4.45,33.315
4773.0,4.38,30.587
5992.0,4.57,10.135
4636.0,3.98,37.9
5188.0,4.19,15.546
5386.0,4.37,25.546
4985.0,4.12,31.346
6303.0,4.52,5.192
5494.0,4.64,15.516
5658.0,4.62,17.807
5146.0,4.16,7.003
5544.0,4.66,22.978
6410.0,4.12,2.108
6213.0,4.53,3.819
5936.0,4.54,12.494
5599.0,4.5,11.902
5713.0,4.65,24.862
5283.0,4.47,18.384
5812.0,4.53,15.286
6451.0,4.12,1.082
5797.0,4.44,11.082
6406.0,4.25,5.507
5171.0,3.91,9.899
5696.0,4.54,9.875
5569.0,4.48,30.59
5905.0,4.25,12.511
6327.0,4.2,1.821
5378.0,4.56,14.943
5444.0,4.46,7.876
6018.0,4.21,13.052
6160.0,4.6,8.139
5430.0,4.62,23.435
5207.0,4.45,19.98
4754.0,4.39,35.811
5775.0,4.26,9.768
5260.0,4.55,20.524
5576.0,4.82,17.934
4956.0,4.17,8.13
5609.0,4.38,5.017
5359.0,4.39,9.442
5381.0,4.99,6.574
6454.0,4.22,5.23
5504.0,4.94,14.922
4930.0,4.46,12.697
5584.0,4.32,23.938
5268.0,4.61,7.899
5765.0,4.42,18.605
6053.0,4.56,12.786
5789.0,4.65,6.267
5796.0,4.3,7.842
4994.0,4.51,18.627
4739.0,4.26,24.197
5251.0,4.5,19.982
4825.0,4.37,28.195
5660.0,4.08,2.523
4616.0,4.48,9.934
6491.0,4.26,4.405
5066.0,4.28,23.388
6318.0,4.21,16.976
5259.0,4.95,26.513
5478.0,4.67,18.301
5127.0,4.7,11.969
5290.0,4.51,7.454
5711.0,4.38,9.985
5754.0,4.46,18.332
5638.0,4.5,11.946
5353.0,4.65,30.702
6014.0,4.28,24.784
6121.0,4.14,2.45
5231.0,4.54,15.282
5624.0,4.55,22.589
5480.0,4.45,13.045
5031.0,4.46,22.631
5532.0,4.49,22.403
5818.0,4.18,11.141
6429.0,4.23,2.005
6318.0,4.33,4.709
5931.0,4.49,17.002
5548.0,4.49,0.766
5273.0,3.97,28.188
5792.0,4.41,1.406
5528.0,4.61,23.202
6084.0,4.08,1.618
5575.0,4.48,20.2
4629.0,4.55,37.101
4870.0,4.45,30.978
5887.0,4.24,15.143
5820.0,4.49,16.112
5529.0,4.25,24.346
5688.0,4.42,21.149
5250.0,4.61,17.238
5493.0,4.29,21.889
5372.0,4.56,23.597
5420.0,4.01,12.181
5197.0,4.83,23.83
6005.0,4.57,1.83
5426.0,4.16,20.928
4930.0,3.93,11.087
5633.0,4.5,12.436
6030.0,4.52,13.449
5805.0,4.21,18.224
5931.0,4.44,17.629
5801.0,4.39,7.756
6083.0,3.79,11.744
5594.0,4.36,9.428
5426.0,4.33,9.333
5850.0,4.3,15.146
5096.0,3.93,15.043
5189.0,4.41,21.322
5318.0,4.54,27.342
5458.0,4.62,13.215
5410.0,4.23,23.257
5209.0,4.55,14.628
4885.0,4.47,13.656
6107.0,3.63,3.17
5323.0,4.49,9.244
5389.0,4.3,21.54
5275.0,4.54,13.143
6385.0,4.2,1.461
6240.0,4.11,2.197
4826.0,4.53,32.398
5804.0,4.46,16.339
5565.0,4.59,6.414
5804.0,4.39,6.404
5762.0,3.95,11.072
6098.0,4.48,5.126
5732.0,4.7,16.282
6374.0,4.08,2.826
5403.0,4.61,18.534
4725.0,4.54,30.387
5558.0,4.43,26.838
4746.0,4.49,28.042
5113.0,4.29,15.975
6437.0,4.25,3.238
5177.0,4.46,28.495
5481.0,4.39,21.079
4977.0,4.69,32.759
5226.0,4.2,47.012
5044.0,4.49,24.444
4812.0,4.61,8.6
5941.0,4.26,15.208
4835.0,4.46,28.046
5396.0,3.99,21.005
4609.0,4.55,30.159
5491.0,4.38,26.157
6205.0,4.37,6.265
5669.0,4.53,14.373
5763.0,4.32,19.275
6154.0,4.33,2.771
5561.0,4.49,15.834
5517.0,4.59,25.859
6419.0,4.52,5.384
4992.0,4.04,25.454
5716.0,4.5,20.923
5302.0,4.57,26.377
5667.0,4.23,11.696
5186.0,4.46,26.52
5113.0,4.37,9.572
4976.0,4.42,20.885
5982.0,4.47,12.556
5922.0,3.97,14.531
5427.0,4.41,15.522
5380.0,4.72,23.175
5667.0,4.5,28.73
6125.0,4.7,9.036
4859.0,4.45,18.197
5537.0,4.58,21.012
5143.0,4.67,24.404
5247.0,4.22,20.308
4835.0,4.11,8.987
5165.0,4.33,8.683
5317.0,4.28,21.525
5090.0,4.47,25.861
5245.0,4.51,22.228
5920.0,4.27,18.374
5827.0,4.75,19.378
4459.0,4.49,37.287
5866.0,4.44,9.981
5193.0,4.62,19.764
4763.0,4.41,0.413
4968.0,4.3,16.294
5026.0,3.99,29.823
4945.0,4.58,26.841
4989.0,4.25,24.117
5408.0,4.4,26.708
5000.0,4.49,23.449
5270.0,4.66,16.173
5849.0,4.76,20.047
5827.0,4.56,19.547
5947.0,4.29,16.459
4763.0,4.59,30.409
5977.0,4.48,38.498
5955.0,4.58,0.386
5343.0,4.82,24.861
5966.0,4.57,15.136
4987.0,4.59,29.189
5600.0,4.74,4.649
5920.0,4.17,11.943
5802.0,4.59,16.755
5714.0,4.38,17.379
5247.0,4.46,1.61
5785.0,4.51,0.29
5849.0,4.46,6.219
5875.0,4.44,15.78
4571.0,4.48,31.428
5807.0,4.65,5.32
5063.0,4.55,31.395
6102.0,4.74,4.572
6226.0,4.1,10.814
5988.0,4.07,13.743
4626.0,4.03,32.891
5124.0,4.48,12.313
6125.0,4.42,11.244
5049.0,4.13,15.875
5403.0,4.39,35.034
6290.0,4.28,13.688
4891.0,4.6,26.252
5968.0,4.41,6.654
6014.0,4.34,0.419
5474.0,4.64,36.218
5208.0,4.41,19.353
5062.0,4.12,10.027
5252.0,4.29,21.785
5072.0,4.55,25.09
5591.0,4.26,25.13
6359.0,4.35,2.567
5459.0,4.33,17.097
5743.0,4.49,21.264
4850.0,4.38,31.045
6056.0,4.66,1.79
5281.0,4.65,19.371
5289.0,4.27,10.695
5852.0,4.57,14.462
4656.0,4.21,9.694
5511.0,4.57,19.017
5938.0,4.46,17.587
5590.0,4.56,12.848
5785.0,4.62,17.455
5605.0,3.99,12.476
5140.0,4.42,20.904
5430.0,4.51,12.009
5875.0,4.62,12.543
4945.0,4.43,1.626
5462.0,4.49,17.961
5793.0,4.51,18.41
4701.0,4.61,38.824
4977.0,4.52,10.765
4732.0,4.58,22.019
5801.0,4.45,15.028
5425.0,4.63,11.453
4902.0,4.35,26.083
5483.0,4.42,17.285
5561.0,4.46,16.674
5937.0,4.42,3.767
5331.0,4.76,7.374
5119.0,4.56,16.013
5109.0,4.18,25.001
5649.0,4.66,3.783
6068.0,4.27,10.972
5497.0,4.38,8.585
5337.0,4.4,11.727
5746.0,4.66,7.583
5354.0,4.53,10.532
5245.0,4.58,17.548
4947.0,4.45,13.864
5707.0,4.45,11.198
6196.0,4.08,7.318
5802.0,4.78,13.882
5417.0,4.63,3.002
4698.0,4.31,19.529
5595.0,4.02,9.675
5154.0,4.59,28.121
5752.0,4.49,17.91
5727.0,4.84,13.042
6154.0,4.38,5.042
4740.0,4.1,37.618
4790.0,4.41,29.232
5069.0,4.53,0.579
6268.0,4.5,4.395
5322.0,4.4,5.64
5575.0,4.4,23.741
5914.0,4.41,7.49
5755.0,4.03,17.996
4788.0,4.54,20.914
5802.0,4.49,6.34
6031.0,4.44,5.617
6463.0,4.17,8.028
5935.0,4.32,3.077
4889.0,3.83,9.039
6273.0,4.43,2.994
5460.0,4.47,8.391
4816.0,4.54,29.175
5537.0,4.53,23.862
5604.0,4.47,20.979
5754.0,4.37,17.644
5398.0,4.55,24.187
5695.0,4.42,19.071
5909.0,4.35,6.174
5369.0,4.51,26.552
6206.0,4.12,3.752
5366.0,4.21,5.17
5691.0,4.39,5.255
5334.0,4.49,19.149
5572.0,4.03,0.568
5548.0,4.08,6.371
6119.0,4.55,5.005
5224.0,4.64,20.8
6256.0,4.5,7.081
6324.0,4.12,3.18
5704.0,3.95,19.465
5547.0,3.86,12.241
5404.0,4.21,26.574
6042.0,4.1,7.612
5538.0,4.75,16.252
5915.0,4.51,0.417
5676.0,3.92,3.715
5919.0,4.48,7.727
5062.0,4.31,9.294
4804.0,4.64,34.651
5552.0,4.88,11.767
5926.0,4.79,3.854
4886.0,4.54,28.719
4834.0,4.46,13.473
4606.0,4.56,10.908
4739.0,4.57,20.179
5660.0,4.31,3.171
6124.0,4.45,7.827
6249.0,4.72,2.878
5296.0,4.63,9.502
5379.0,4.95,19.525
5003.0,4.66,21.712
4873.0,4.26,23.925
5764.0,4.46,17.469
5213.0,4.51,16.044
5605.0,4.4,13.361
5470.0,4.41,25.655
5799.0,4.62,8.989
5400.0,4.61,8.976
6113.0,3.67,1.7
5716.0,4.66,11.262
5565.0,4.3,14.617
5368.0,4.45,25.71
4474.0,4.62,18.972
5639.0,4.44,20.73
5658.0,4.66,10.178
5324.0,4.6,29.16
4500.0,4.65,23.713
4434.0,4.49,31.167
5053.0,4.73,6.226
4984.0,4.54,27.709
4770.0,4.66,38.017
6459.0,4.2,2.859
5250.0,4.57,10.664
5542.0,4.09,14.907
5405.0,4.41,6.668
5284.0,4.55,23.355
4434.0,4.61,14.661
6444.0,4.13,7.708
5249.0,4.5,16.016
5544.0,4.43,22.989
5235.0,4.62,21.183
4520.0,4.6,21.119
5738.0,4.34,19.586
6218.0,4.05,4.587
5668.0,4.28,26.124
5711.0,4.43,19.483
5859.0,4.45,9.548
5465.0,4.42,9.937
5540.0,4.34,36.904
4451.0,4.57,12.804
5071.0,4.37,14.819
5029.0,4.59,21.844
5506.0,4.51,20.465
5248.0,4.51,37.285
4540.0,4.04,2.791
5081.0,4.68,2.791
5808.0,4.46,19.504
6431.0,4.39,4.254
5129.0,4.43,23.754
5363.0,4.56,13.946
4844.0,4.49,24.217
4782.0,4.39,32.327
5153.0,4.16,35.361
4656.0,4.39,16.133
5013.0,4.59,20.84
5116.0,4.57,3.746
6224.0,4.19,4.573
5225.0,3.87,8.045
6044.0,4.49,12.284
6409.0,4.18,10.536
5113.0,4.22,67.258
5000.0,4.38,11.625
5853.0,4.66,17.309
6109.0,4.57,21.954
5088.0,4.44,23.977
5271.0,4.7,23.925
5046.0,4.34,21.871
5321.0,4.59,20.363
6115.0,4.43,3.569
5303.0,4.82,20.124
5899.0,4.9,16.28
5309.0,4.57,28.658
6304.0,4.33,9.154
5599.0,4.67,15.521
5919.0,4.47,16.582
6116.0,4.45,8.29
6232.0,4.62,22.15
5940.0,4.34,12.441
5459.0,4.82,24.46
5048.0,4.43,35.422
4466.0,4.34,37.056
6214.0,4.32,8.45
4871.0,4.53,30.174
5472.0,4.31,24.351
5956.0,4.46,5.397
4817.0,4.87,14.979
5322.0,4.53,9.762
4985.0,4.22,16.739
5195.0,4.62,21.971
6116.0,4.18,6.898
5209.0,4.44,8.546
5916.0,4.54,8.578
5003.0,4.11,35.892
6198.0,4.51,11.418
5088.0,4.49,30.313
6181.0,3.9,3.765
5323.0,4.24,14.869
5008.0,4.65,13.401
5409.0,4.66,23.478
5733.0,4.97,19.39
4982.0,4.15,35.32
5208.0,4.45,8.589
5338.0,5.02,14.918
5170.0,4.64,7.857
5322.0,4.5,20.967
4806.0,4.39,24.935
5983.0,4.18,8.924
4574.0,4.45,7.054
5344.0,4.59,17.954
5675.0,4.78,29.823
5410.0,4.72,23.652
4467.0,4.38,1.497
5521.0,4.75,20.351
6499.0,4.18,2.322
4988.0,4.33,33.096
6007.0,4.21,10.541
6351.0,4.24,6.753
5253.0,4.28,9.432
5549.0,4.56,42.156
4798.0,4.62,24.449
5533.0,4.64,18.723
5931.0,4.54,29.17
4835.0,4.36,36.623
5134.0,4.3,28.613
6139.0,4.33,4.82
5741.0,4.38,17.94
4974.0,4.24,14.325
5604.0,4.4,17.873
4725.0,4.34,11.544
5698.0,4.78,15.221
5043.0,4.39,14.334
5185.0,4.6,32.417
5151.0,4.54,20.991
5557.0,4.62,6.28
5711.0,4.37,12.075
5197.0,4.16,27.085
5519.0,4.48,14.429
5966.0,4.46,12.93
4765.0,4.54,38.096
5611.0,4.51,17.256
5715.0,4.83,14.429
5935.0,4.79,44.457
6014.0,4.74,44.075
6007.0,4.52,6.182
5334.0,4.79,21.839
6236.0,4.32,5.611
4633.0,4.56,3.531
4839.0,4.6,17.662
5739.0,4.62,18.01
4944.0,4.5,31.682
6220.0,4.29,18.739
5765.0,4.27,8.637
5296.0,4.78,16.921
6103.0,4.33,8.984
6366.0,4.35,3.38
5584.0,4.99,12.28
5356.0,4.51,7.797
4419.0,4.57,28.351
4839.0,4.71,12.149
5124.0,4.54,27.69
6033.0,4.63,10.412
5219.0,4.5,32.308
5575.0,4.87,19.297
5633.0,4.78,9.737
5305.0,4.78,31.337
5535.0,4.85,19.247
5685.0,5.01,16.635
5924.0,4.55,12.111
4761.0,4.5,33.942
6093.0,4.49,9.318
4823.0,4.39,18.911
5159.0,4.39,21.206
5664.0,4.58,12.793
6188.0,4.55,6.187
5671.0,4.66,17.633
5795.0,4.43,20.968
4898.0,4.55,25.346
6070.0,4.11,1.787
5130.0,4.45,24.46
5039.0,4.64,33.061
4845.0,4.43,36.693
6130.0,4.41,8.802
5634.0,4.3,13.167
6226.0,4.29,1.19
5180.0,4.71,19.008
4991.0,4.23,10.58
5626.0,4.63,3.667
5170.0,4.5,16.806
5505.0,4.5,16.38
4774.0,4.41,22.479
5411.0,4.67,19.276
4975.0,4.38,7.399
5119.0,4.72,8.608
5455.0,4.62,20.164
6028.0,4.48,19.964
5846.0,4.47,1.654
5682.0,4.38,5.567
5827.0,4.48,4.772
5152.0,4.22,33.325
5419.0,4.5,11.362
6098.0,4.64,10.179
4913.0,4.57,14.476
5279.0,4.45,24.087
6449.0,4.43,1.44
5293.0,4.05,39.627
5479.0,4.84,21.169
5620.0,4.42,25.797
5941.0,4.51,14.459
5081.0,4.49,27.861
4808.0,4.64,21.06
5842.0,4.49,15.226
5521.0,4.68,21.002
4842.0,4.35,17.979
5674.0,4.63,14.358
6156.0,4.37,0.96
5375.0,4.33,21.926
5032.0,4.39,26.683
5154.0,4.4,27.12
5610.0,4.54,18.764
5823.0,4.56,2.232
4793.0,4.07,23.872
5269.0,4.38,21.743
5237.0,4.5,13.919
5300.0,4.59,25.781
5691.0,4.57,15.08
5174.0,4.66,29.202
5247.0,4.63,17.91
4720.0,4.45,9.66
5618.0,4.76,10.891
5104.0,4.6,27.758
6428.0,4.11,7.374
5871.0,4.56,9.655
6205.0,3.94,2.864
5563.0,4.49,18.993
6121.0,4.53,4.487
5027.0,4.46,13.067
5723.0,4.64,2.513
5258.0,4.28,26.156
5462.0,4.42,0.459
5740.0,4.6,3.17
5391.0,4.3,15.807
5971.0,4.43,3.651
5810.0,4.62,2.492
6082.0,4.24,5.437
5414.0,4.6,20.155
5901.0,4.21,6.817
5683.0,4.55,12.326
5039.0,4.48,33.534
6353.0,4.43,0.824
4688.0,4.37,33.632
5262.0,4.33,27.511
5648.0,4.51,14.535
6072.0,4.64,1.754
4749.0,4.51,32.119
6192.0,4.55,2.465
5864.0,4.45,12.335
5475.0,5.0,17.092
4417.0,4.55,12.015
5702.0,5.04,7.469
4628.0,4.59,32.482
6365.0,4.08,18.319
5147.0,4.67,19.483
5729.0,4.6,1.697
4781.0,4.39,31.077
5486.0,4.83,22.458
4651.0,4.06,16.185
5834.0,4.61,6.292
5992.0,4.5,0.74
5785.0,4.67,9.587
5600.0,4.57,18.777
6077.0,4.45,6.544
6091.0,4.55,8.82
4773.0,4.51,9.064
5891.0,4.5,8.916
5827.0,4.16,11.004
5584.0,4.49,9.222
4710.0,4.6,19.918
5882.0,4.52,9.97
5239.0,4.42,9.47
5330.0,4.66,7.392
5507.0,4.51,13.476
4980.0,4.15,18.014
5512.0,3.71,13.207
5991.0,3.98,21.302
4828.0,4.55,9.095
5476.0,4.44,16.881
5738.0,4.35,8.962
5089.0,4.48,17.314
5936.0,4.11,7.242
5267.0,4.24,3.784
5571.0,4.29,4.559
5077.0,4.71,18.238
4814.0,4.33,25.55
5622.0,4.54,7.577
5538.0,4.8,16.242
5131.0,3.98,39.041
6444.0,4.18,4.261
4421.0,4.41,25.386
4945.0,4.52,30.186
5341.0,4.7,26.329
4708.0,4.53,17.113
5143.0,4.78,16.438
4774.0,4.5,6.886
5099.0,4.61,25.952
5082.0,4.43,23.895
5030.0,4.61,23.519
6190.0,4.29,1.994
4923.0,4.5,28.086
4912.0,4.66,25.287
5319.0,4.33,22.01
5519.0,4.4,46.868
5568.0,4.51,24.469
5420.0,4.58,22.982
4711.0,4.57,23.953
4961.0,4.94,17.245
5106.0,4.62,18.714
5654.0,4.4,16.123
5065.0,4.5,26.724
4796.0,4.6,13.094
4862.0,4.32,15.95
4930.0,4.54,30.247
5303.0,4.29,16.008
5320.0,4.57,13.576
4637.0,4.04,9.871
4868.0,4.34,22.36
5570.0,4.58,21.482
5091.0,4.2,11.371
5540.0,4.93,18.332
5738.0,4.84,13.968
5018.0,4.76,13.537
4575.0,4.58,31.568
5633.0,4.66,21.291
5657.0,4.43,16.429
5522.0,4.64,12.778
4910.0,4.34,24.226
5331.0,4.5,16.46
4949.0,4.6,15.418
4835.0,4.6,4.929
6432.0,4.57,6.594
5914.0,4.35,11.506
4897.0,4.52,34.308
5585.0,4.36,16.597
4694.0,4.16,11.324
5756.0,4.68,14.963
4951.0,4.85,28.389
4710.0,4.52,28.823
4784.0,4.52,24.186
5562.0,4.62,37.414
6024.0,4.22,11.167
5763.0,4.69,5.274
5759.0,4.38,17.686
6163.0,4.44,5.055
5485.0,4.58,12.006
4800.0,4.24,25.011
5439.0,4.73,25.463
5403.0,4.86,11.8
4701.0,4.65,19.257
4717.0,4.43,45.357
5011.0,3.91,7.586
5052.0,3.79,14.102
5539.0,4.54,11.488
5562.0,4.74,29.103
6135.0,4.31,12.608
5762.0,4.45,14.579
5230.0,4.78,17.818
5602.0,4.58,8.12
6146.0,4.25,1.168
5047.0,4.35,17.651
5404.0,4.45,22.965
5317.0,4.64,32.244
5935.0,4.01,9.798
4449.0,4.51,21.015
4676.0,4.19,10.036
6190.0,4.45,5.659
5478.0,4.75,13.924
5521.0,4.44,24.061
5661.0,4.54,14.05
5224.0,4.28,8.306
5127.0,4.67,26.86
5587.0,4.76,6.534
5176.0,4.63,0.611
5706.0,4.62,17.557
5222.0,4.71,23.743
5216.0,4.51,21.996
5641.0,4.57,20.29
5040.0,4.64,31.33
5188.0,4.91,9.659
5858.0,4.88,2.989
5750.0,4.62,12.019
6216.0,4.21,6.578
5744.0,4.68,7.971
5194.0,4.61,12.759
5788.0,4.55,18.351
5629.0,4.36,22.562
5429.0,4.56,7.709
5537.0,4.55,19.048
6492.0,4.14,1.642
5725.0,4.38,0.652
4507.0,4.47,0.652
5872.0,4.41,0.652
6151.0,4.48,6.58
4458.0,4.51,1.046
6010.0,4.55,11.218
5565.0,4.38,2.989
5821.0,4.74,10.815
5110.0,4.35,11.525
5925.0,4.37,13.129
5548.0,4.35,17.134
4785.0,4.57,34.237
4875.0,4.38,31.235
4705.0,4.41,36.121
4450.0,4.54,20.083
5179.0,4.59,0.339
4482.0,4.5,42.206
5457.0,4.65,27.167
4450.0,4.54,9.959
5538.0,4.53,12.958
4934.0,4.63,12.428
5318.0,4.41,29.754
4968.0,4.51,8.602
5471.0,4.6,15.34
4857.0,4.38,12.175
5579.0,4.58,2.425
5762.0,4.34,3.282
5397.0,4.6,1.177
4554.0,4.05,32.074
4772.0,4.34,29.13
6189.0,3.99,9.507
5080.0,4.81,10.207
5178.0,4.75,12.082
4875.0,4.63,33.603
5233.0,4.49,27.932
5805.0,4.38,11.63
5548.0,4.5,3.394
5024.0,4.39,26.186
5676.0,4.57,3.14
4987.0,4.45,7.939
5688.0,4.58,19.763
4964.0,4.54,18.735
5893.0,4.61,14.761
5319.0,4.55,30.055
5358.0,4.42,11.369
5721.0,4.6,17.24
5617.0,4.55,19.575
5911.0,3.79,7.745
5239.0,4.54,27.932
5527.0,4.52,12.472
5425.0,4.22,11.984
5873.0,4.36,18.214
4613.0,4.27,34.339
5094.0,4.38,27.324
4759.0,4.34,24.934
5961.0,4.53,13.528
5030.0,4.39,28.221
5392.0,4.23,50.845
5124.0,4.54,28.93
4990.0,4.45,14.941
6141.0,4.59,10.931
5314.0,4.43,0.351
5828.0,4.79,11.337
5434.0,4.67,19.5
5335.0,4.65,23.934
5521.0,4.62,17.256
5577.0,4.75,11.394
6194.0,4.34,2.76
6423.0,4.24,0.98
6225.0,4.23,18.025
5733.0,4.49,10.883
5356.0,4.56,23.537
5325.0,3.85,12.76
6241.0,4.21,1.153
5198.0,4.68,17.226
5250.0,4.53,7.926
5394.0,4.64,23.38
5819.0,4.77,8.855
4961.0,4.32,11.094
5153.0,4.31,3.873
5488.0,4.45,16.052
5283.0,4.18,25.407
4829.0,4.38,14.327
4976.0,4.61,28.67
5370.0,4.65,14.717
5368.0,4.48,24.219
5310.0,4.5,0.596
5088.0,4.45,26.343
5727.0,4.48,10.101
4829.0,4.54,29.991
6354.0,4.07,1.296
5559.0,4.62,12.805
5469.0,4.61,16.848
4933.0,4.29,23.746
4912.0,4.35,26.063
5294.0,4.39,19.84
5283.0,4.34,19.86
5519.0,4.18,18.722
4978.0,4.36,14.696
5664.0,4.11,1.527
4755.0,4.41,26.403
5623.0,4.63,9.285
5240.0,4.47,16.901
6233.0,4.47,10.104
5968.0,4.52,7.172
5639.0,4.62,13.387
5889.0,4.46,11.967
4907.0,4.3,21.834
5113.0,4.57,27.696
5649.0,4.52,15.787
5339.0,4.29,12.352
4895.0,4.5,8.738
6322.0,4.82,1.541
6296.0,4.24,1.09
5643.0,4.62,7.842
5609.0,4.6,2.865
5303.0,4.87,24.347
5876.0,4.42,11.852
5371.0,4.68,13.505
5308.0,4.63,14.687
5636.0,4.34,7.058
5252.0,4.07,27.364
5824.0,4.17,9.713
6083.0,4.19,1.928
5245.0,4.53,18.916
5349.0,4.53,20.818
5269.0,3.74,1.715
5682.0,3.61,2.328
4593.0,4.61,17.207
6087.0,3.98,0.585
5575.0,4.37,8.605
5659.0,4.0,4.362
5024.0,4.49,18.187
5022.0,4.38,27.254
6151.0,4.26,1.316
5442.0,4.78,24.707
5107.0,4.84,22.044
6218.0,4.13,1.111
5440.0,4.43,14.934
5988.0,4.42,3.012
5368.0,4.42,14.323
4900.0,4.54,3.639
5365.0,4.37,21.537
4878.0,4.21,23.064
5988.0,4.47,14.955
5356.0,4.21,2.648
5584.0,4.42,23.059
4708.0,4.64,9.525
4602.0,4.69,41.85
4947.0,4.33,25.064
5059.0,4.32,20.838
5164.0,4.28,10.681
5618.0,4.46,21.009
5288.0,4.47,4.912
5864.0,5.04,10.042
5197.0,4.9,26.72
4875.0,4.56,29.323
4704.0,4.55,19.398
5254.0,4.43,26.615
5352.0,4.49,29.619
5409.0,4.42,29.639
6436.0,4.27,2.578
5094.0,4.11,33.715
5925.0,4.34,11.487
5383.0,4.28,5.863
4638.0,4.62,14.579
6070.0,4.26,3.524
5413.0,4.58,13.295
4912.0,4.23,17.232
4616.0,4.57,23.397
4424.0,4.65,33.486
5295.0,4.39,7.784
5307.0,4.59,15.283
5526.0,4.35,9.74
5432.0,4.41,28.364
5093.0,4.59,11.307
4866.0,4.42,17.152
5921.0,4.47,17.077
5099.0,4.48,18.162
5036.0,4.43,30.96
5337.0,4.47,10.371
5150.0,4.51,19.59
5690.0,4.5,20.893
4713.0,4.12,24.735
5732.0,4.52,10.08
5501.0,4.58,26.165
5367.0,4.69,8.896
4909.0,4.49,21.817
5020.0,4.64,29.88
5926.0,4.26,5.612
4843.0,4.5,28.159
5973.0,4.2,9.083
6160.0,4.1,10.977
4624.0,4.41,23.519
5406.0,4.49,28.065
5325.0,4.6,8.784
4954.0,4.31,33.706
6002.0,4.13,7.932
5266.0,4.66,24.493
5248.0,4.88,3.296
5083.0,4.58,26.095
5416.0,3.98,6.408
5683.0,4.5,20.873
6210.0,4.22,21.675
5467.0,4.83,16.744
5017.0,4.46,21.861
4729.0,4.26,19.439
4764.0,4.27,10.15
5225.0,4.63,23.83
5722.0,3.98,15.497
6036.0,4.32,12.693
5363.0,4.71,3.985
5656.0,4.11,17.887
5816.0,4.53,15.398
6218.0,4.19,2.661
4878.0,4.63,29.704
6037.0,3.56,18.756
5028.0,4.49,23.784
5875.0,4.54,14.931
5654.0,4.54,15.197
5346.0,4.53,21.254
5485.0,4.61,16.806
5448.0,4.46,28.168
5315.0,4.76,10.331
5497.0,4.38,18.572
5466.0,4.69,9.735
5442.0,4.58,20.43
6038.0,4.46,5.784
6223.0,4.13,21.44
4953.0,4.71,42.628
5318.0,4.55,12.006
5576.0,4.62,8.938
5046.0,4.45,19.406
5615.0,3.98,16.029
5593.0,4.39,23.849
6123.0,4.7,8.379
5359.0,4.82,23.315
4808.0,4.42,14.601
5193.0,4.72,25.146
5466.0,4.89,14.398
6003.0,4.41,10.028
5088.0,4.27,8.097
5945.0,4.74,9.76
6204.0,4.22,7.876
5508.0,4.57,18.231
5011.0,4.62,30.62
5741.0,4.39,5.193
5457.0,4.47,19.821
5800.0,4.66,13.054
5741.0,4.62,15.411
5456.0,4.74,19.738
5271.0,4.06,12.764
5284.0,4.43,25.929
5368.0,4.78,20.931
5140.0,4.79,12.858
5392.0,4.58,13.307
5779.0,3.92,16.558
5357.0,4.45,8.659
4929.0,4.52,8.406
5076.0,4.6,10.774
5457.0,4.89,9.445
5770.0,4.24,21.471
5451.0,4.36,28.025
4829.0,4.28,20.028
5277.0,4.54,19.735
5015.0,4.42,28.635
5864.0,4.52,9.425
5647.0,4.47,4.458
5709.0,4.35,3.646
5489.0,4.58,22.207
5465.0,4.54,21.297
5803.0,4.09,10.952
4494.0,4.4,35.647
5418.0,4.53,17.293
5439.0,4.48,9.511
5438.0,4.69,10.512
6349.0,4.15,1.775
5251.0,4.76,28.719
6327.0,4.14,2.892
5615.0,4.46,0.873
5303.0,4.36,7.908
5564.0,4.43,18.666
5661.0,4.69,7.963
5978.0,4.52,3.566
6285.0,4.25,2.541
5666.0,4.66,22.313
5966.0,4.39,7.947
6069.0,4.41,4.115
5496.0,4.42,18.727
5093.0,4.42,6.819
5493.0,4.41,8.763
5437.0,4.28,23.4
5431.0,4.55,22.265
6035.0,4.46,10.264
5802.0,4.47,13.438
5500.0,4.95,9.803
5480.0,4.7,20.555
5988.0,4.56,4.975
5668.0,4.54,11.927
5865.0,4.3,16.071
5633.0,4.45,12.877
6135.0,4.52,6.011
5191.0,4.43,27.525
5237.0,4.74,17.565
5104.0,4.91,21.568
4412.0,4.65,22.475
5589.0,4.76,6.722
5318.0,4.78,21.197
5726.0,4.61,7.565
5654.0,4.72,17.257
5661.0,4.34,3.723
6109.0,4.65,2.659
5572.0,5.02,19.535
5409.0,4.47,8.38
5020.0,4.64,29.562
5389.0,4.27,10.468
5161.0,4.13,30.983
5802.0,4.53,12.291
5396.0,4.29,17.931
5335.0,4.41,10.069
4859.0,4.22,15.059
5609.0,4.48,4.716
5250.0,4.32,30.927
5519.0,4.73,16.897
